age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,y,duration_minutes,cluster
36,blue-collar,married,secondary,0,0,1,0,cellular,17,jul,1,0,1.2,3
27,housemaid,married,secondary,0,0,0,1,cellular,17,jul,1,0,1.2,3
52,admin,divorced,secondary,0,1426,0,0,cellular,17,jul,1,0,1.9166666666666667,3
36,services,single,secondary,0,80,0,1,cellular,17,jul,1,0,4.3,3
30,services,married,secondary,0,1286,1,1,cellular,17,jul,1,0,9.066666666666666,3
30,management,married,tertiary,0,3134,1,0,cellular,17,jul,1,0,2.066666666666667,2
52,blue-collar,married,secondary,0,1405,0,1,cellular,17,jul,2,1,12.55,3
42,technician,single,secondary,0,1977,0,0,cellular,17,jul,6,0,1.2,3
45,management,married,tertiary,0,668,0,1,cellular,17,jul,2,0,6.516666666666667,2
32,admin,divorced,secondary,0,2017,0,1,cellular,17,jul,1,0,11.433333333333334,3
42,services,divorced,secondary,0,138,0,0,cellular,17,jul,1,0,5.4,3
42,admin,single,tertiary,0,168,1,0,cellular,17,jul,1,0,4.916666666666667,1
30,management,single,tertiary,0,4,1,0,cellular,17,jul,1,0,4.733333333333333,2
48,blue-collar,married,secondary,0,1513,0,1,cellular,17,jul,1,0,19.516666666666666,3
42,blue-collar,married,secondary,0,5639,1,0,cellular,17,jul,2,0,7.166666666666667,2
46,management,divorced,tertiary,0,-154,0,0,cellular,17,jul,1,0,3.35,2
38,management,divorced,tertiary,0,151,1,0,cellular,17,jul,1,0,0.8333333333333334,2
46,admin,divorced,primary,0,509,0,0,cellular,17,jul,1,0,4.533333333333333,3
33,blue-collar,married,secondary,0,-260,1,1,cellular,17,jul,2,0,3.7333333333333334,3
56,blue-collar,married,primary,0,0,1,0,cellular,17,jul,1,0,1.3666666666666667,3
34,admin,married,secondary,0,255,0,1,telephone,17,jul,10,0,5.733333333333333,3
39,management,married,primary,0,3760,0,1,cellular,17,jul,1,0,4.366666666666666,2
27,management,married,tertiary,0,342,1,0,cellular,17,jul,1,0,13.633333333333333,2
48,housemaid,married,primary,0,379,0,0,cellular,17,jul,2,0,6.7,3
35,management,married,tertiary,0,0,0,0,cellular,17,jul,5,0,2.1166666666666667,2
48,technician,married,tertiary,0,658,1,0,cellular,17,jul,1,0,1.4833333333333334,2
29,management,married,tertiary,0,727,1,0,cellular,17,jul,1,0,1.45,2
30,admin,married,secondary,0,-44,1,0,cellular,17,jul,1,0,1.6166666666666667,3
34,management,married,tertiary,0,3064,1,0,cellular,17,jul,1,0,5.4,2
35,admin,divorced,secondary,0,20,0,1,cellular,17,jul,1,0,4.783333333333333,3
48,entrepreneur,married,tertiary,0,461,0,1,cellular,17,jul,1,0,4.733333333333333,2
32,management,married,secondary,0,14611,1,0,cellular,17,jul,1,0,1.1166666666666667,2
43,blue-collar,married,secondary,0,833,0,0,cellular,17,jul,1,0,2.6,3
51,management,married,tertiary,0,333,0,1,cellular,17,jul,1,0,3.9,2
34,services,divorced,secondary,0,797,1,0,cellular,17,jul,1,0,0.9,3
27,housemaid,married,secondary,1,65,1,1,cellular,17,jul,1,0,0.9833333333333333,3
25,self-employed,single,tertiary,0,453,1,0,cellular,17,jul,1,0,2.2333333333333334,1
57,services,married,primary,0,443,0,0,telephone,17,jul,1,0,2.783333333333333,3
29,services,single,secondary,0,0,0,0,cellular,17,jul,1,0,0.9666666666666667,3
47,blue-collar,married,primary,0,840,0,1,cellular,17,jul,1,0,8.483333333333333,3
34,admin,married,secondary,0,-191,1,0,cellular,17,jul,6,0,2.6,3
26,self-employed,single,tertiary,0,82,1,0,cellular,17,jul,1,0,3.3333333333333335,1
35,unemployed,single,secondary,0,145,0,0,cellular,17,jul,1,0,5.9,1
31,blue-collar,single,primary,0,528,1,0,cellular,17,jul,1,0,2.3833333333333333,3
25,student,single,secondary,0,963,1,0,cellular,17,jul,1,0,0.4666666666666667,1
31,management,single,tertiary,0,2336,0,0,cellular,17,jul,1,0,3.7333333333333334,2
55,management,single,tertiary,0,6507,1,1,cellular,17,jul,1,0,1.8166666666666667,2
32,blue-collar,single,secondary,0,118,1,0,cellular,17,jul,1,1,21.25,1
30,management,married,tertiary,0,931,0,0,cellular,17,jul,1,0,19.716666666666665,2
39,technician,married,secondary,0,251,1,0,cellular,17,jul,2,1,5.7,3
28,blue-collar,married,secondary,0,379,0,1,cellular,17,jul,1,0,2.7333333333333334,3
30,management,married,tertiary,0,248,0,0,cellular,17,jul,1,0,11.533333333333333,2
46,technician,divorced,secondary,0,-154,1,0,cellular,17,jul,1,0,2.6333333333333333,3
53,management,married,tertiary,0,1348,0,1,cellular,17,jul,3,0,2.0,2
25,services,married,secondary,0,10,1,0,cellular,17,jul,1,0,1.9,3
34,management,married,tertiary,0,4943,1,0,cellular,17,jul,2,0,1.9666666666666666,2
58,services,married,secondary,0,553,0,1,telephone,17,jul,3,0,1.8166666666666667,3
31,blue-collar,married,secondary,0,212,1,1,cellular,17,jul,2,0,2.3833333333333333,3
32,admin,married,secondary,0,1031,1,0,cellular,17,jul,1,0,1.4,3
58,admin,married,secondary,0,1813,1,0,telephone,17,jul,1,0,0.25,3
42,technician,married,secondary,0,782,1,0,cellular,17,jul,2,0,8.933333333333334,3
60,retired,divorced,tertiary,0,129,0,0,cellular,17,jul,7,0,8.166666666666666,3
43,admin,divorced,secondary,0,587,1,0,cellular,17,jul,1,0,4.7,3
31,blue-collar,divorced,secondary,0,-277,1,0,telephone,17,jul,2,1,16.8,3
52,management,married,tertiary,0,1564,1,0,cellular,17,jul,1,0,8.216666666666667,2
32,technician,married,tertiary,0,133,1,0,cellular,17,jul,1,0,7.016666666666667,2
27,blue-collar,married,secondary,0,1,1,0,cellular,17,jul,1,0,4.316666666666666,3
37,management,married,tertiary,0,50,0,1,cellular,17,jul,1,0,1.75,2
39,management,married,tertiary,0,0,1,1,cellular,17,jul,1,0,5.016666666666667,2
30,services,divorced,secondary,0,21,0,0,cellular,17,jul,1,0,0.8166666666666667,3
31,services,single,secondary,0,2251,1,1,cellular,17,jul,1,0,2.2333333333333334,3
31,technician,married,tertiary,0,2951,1,0,cellular,17,jul,1,0,1.9166666666666667,2
26,services,single,secondary,0,-189,0,1,cellular,17,jul,2,1,8.966666666666667,3
50,blue-collar,married,primary,0,216,1,0,cellular,17,jul,3,0,3.25,3
42,management,married,tertiary,0,4,1,0,cellular,17,jul,1,1,13.25,2
59,admin,married,secondary,0,-797,0,1,cellular,17,jul,3,0,3.75,3
32,technician,married,secondary,0,348,1,0,cellular,17,jul,1,1,15.433333333333334,2
50,technician,divorced,tertiary,0,291,0,1,cellular,17,jul,1,0,3.65,3
29,technician,single,tertiary,0,406,1,0,cellular,17,jul,1,0,1.9833333333333334,1
28,management,married,tertiary,0,3516,0,0,cellular,17,jul,1,0,3.8666666666666667,2
57,management,divorced,tertiary,0,429,1,0,cellular,17,jul,1,0,4.083333333333333,2
39,blue-collar,married,secondary,0,-99,0,0,cellular,17,jul,1,0,4.333333333333333,3
39,services,divorced,secondary,0,282,1,0,cellular,17,jul,1,0,4.05,3
43,technician,married,tertiary,0,3530,1,0,cellular,17,jul,1,0,7.833333333333333,2
35,management,married,tertiary,0,489,1,0,cellular,17,jul,3,0,1.8166666666666667,2
26,technician,single,secondary,0,603,0,1,cellular,17,jul,1,0,2.933333333333333,3
38,technician,divorced,secondary,0,1803,0,1,cellular,17,jul,1,0,2.8666666666666667,3
36,management,married,tertiary,0,25,1,0,cellular,17,jul,1,0,6.55,2
33,management,single,tertiary,0,171,1,0,cellular,17,jul,1,0,1.1833333333333333,2
31,management,married,secondary,0,-453,1,1,cellular,17,jul,1,0,2.6166666666666667,2
37,technician,married,secondary,0,101,0,0,cellular,17,jul,1,0,2.1666666666666665,3
29,blue-collar,single,secondary,0,-61,0,0,cellular,17,jul,1,0,4.5,1
35,management,single,secondary,0,138,1,1,cellular,17,jul,1,0,1.3166666666666667,1
34,services,married,secondary,0,9,1,0,cellular,17,jul,1,0,10.916666666666666,3
35,blue-collar,married,primary,0,-35,1,0,cellular,17,jul,2,0,2.05,3
45,services,single,secondary,0,71,1,0,cellular,17,jul,1,0,7.983333333333333,1
38,technician,married,secondary,0,37,0,0,cellular,17,jul,1,0,1.6,3
34,management,married,tertiary,0,11,1,0,cellular,17,jul,1,0,10.9,2
36,blue-collar,married,secondary,0,2894,1,0,cellular,17,jul,1,0,12.45,3
32,management,divorced,tertiary,0,12,0,0,cellular,17,jul,1,0,5.35,2
41,management,married,tertiary,0,49,1,0,cellular,17,jul,5,0,5.2,2
27,services,single,secondary,0,1820,1,0,cellular,17,jul,1,1,17.116666666666667,1
34,management,single,tertiary,0,1396,1,0,cellular,17,jul,1,0,10.5,2
29,blue-collar,single,secondary,0,28,0,0,cellular,17,jul,2,0,6.0,1
43,blue-collar,married,primary,0,255,1,0,cellular,17,jul,1,0,3.0,2
49,blue-collar,married,secondary,0,825,1,0,cellular,17,jul,1,0,0.36666666666666664,3
39,management,married,secondary,0,363,1,1,cellular,17,jul,1,0,3.066666666666667,2
28,management,single,tertiary,0,416,1,1,cellular,17,jul,1,0,5.75,2
34,management,single,secondary,0,1360,1,0,cellular,17,jul,1,0,8.433333333333334,1
38,technician,married,secondary,0,922,1,1,cellular,17,jul,2,0,6.466666666666667,3
59,retired,married,tertiary,0,6108,1,0,cellular,17,jul,2,0,13.266666666666667,2
52,blue-collar,married,primary,0,336,0,1,telephone,17,jul,7,0,6.35,3
31,services,married,secondary,0,-30,1,1,cellular,17,jul,2,0,13.4,3
45,technician,married,secondary,0,1081,1,0,cellular,17,jul,3,0,2.1166666666666667,3
41,services,married,primary,0,0,1,0,cellular,17,jul,11,0,0.3,3
32,services,married,secondary,0,1844,1,1,cellular,17,jul,6,0,2.8,3
29,services,single,secondary,0,37,0,1,cellular,17,jul,2,0,5.15,3
34,management,married,tertiary,0,1784,1,0,cellular,17,jul,2,0,0.7166666666666667,2
41,unemployed,divorced,secondary,0,142,1,0,cellular,17,jul,3,0,5.883333333333334,3
29,admin,married,secondary,0,453,1,0,cellular,17,jul,4,0,6.4,3
32,technician,married,tertiary,0,231,1,0,cellular,17,jul,2,0,2.95,2
50,blue-collar,married,secondary,0,84,1,0,cellular,17,jul,8,0,0.3,3
44,services,divorced,secondary,0,0,0,1,cellular,17,jul,17,0,4.583333333333333,3
33,services,married,secondary,0,70,0,0,cellular,17,jul,7,0,6.3,3
30,management,single,tertiary,0,1289,0,0,cellular,17,jul,2,0,8.15,2
34,admin,married,tertiary,0,1,1,0,cellular,17,jul,3,0,0.9,2
57,management,married,primary,0,2538,0,1,telephone,17,jul,2,0,8.083333333333334,2
33,self-employed,divorced,secondary,0,1904,1,0,cellular,17,jul,2,1,26.4,1
33,management,married,secondary,0,94,1,0,cellular,17,jul,1,0,1.0333333333333334,2
29,management,married,tertiary,0,1,1,0,cellular,17,jul,1,0,11.583333333333334,2
32,management,single,secondary,0,0,1,0,cellular,17,jul,5,0,2.316666666666667,1
51,blue-collar,married,primary,0,201,1,0,cellular,17,jul,2,1,9.7,3
33,admin,married,secondary,0,0,1,0,telephone,17,jul,7,1,24.133333333333333,3
54,technician,married,primary,0,-1818,1,0,cellular,17,jul,2,0,4.516666666666667,3
32,blue-collar,married,primary,0,2456,1,0,cellular,17,jul,1,0,19.183333333333334,2
49,blue-collar,married,secondary,0,388,0,0,telephone,17,jul,2,0,4.416666666666667,3
38,blue-collar,single,secondary,0,2707,1,0,cellular,17,jul,3,0,2.0,1
42,blue-collar,married,secondary,0,600,0,0,cellular,17,jul,3,0,4.616666666666666,3
40,technician,married,tertiary,0,0,1,0,cellular,17,jul,3,0,6.383333333333334,2
48,management,divorced,tertiary,0,0,0,0,cellular,17,jul,2,0,3.1,2
35,technician,married,secondary,0,-67,1,0,cellular,17,jul,6,0,2.6666666666666665,3
42,unemployed,divorced,primary,0,1699,0,1,cellular,17,jul,2,0,3.45,3
35,services,married,secondary,0,-138,1,0,telephone,17,jul,3,0,3.283333333333333,3
36,self-employed,married,tertiary,0,254,1,0,telephone,17,jul,5,0,3.3666666666666667,0
30,technician,single,tertiary,0,178,0,0,cellular,17,jul,3,1,10.933333333333334,1
40,self-employed,married,tertiary,0,355,1,0,cellular,17,jul,2,0,23.166666666666668,2
50,housemaid,married,tertiary,0,1005,0,0,cellular,17,jul,3,0,3.1333333333333333,2
32,management,married,tertiary,0,820,1,0,cellular,17,jul,3,0,12.3,2
27,entrepreneur,single,secondary,0,2,1,0,cellular,17,jul,1,0,0.4166666666666667,1
29,management,married,tertiary,0,51,1,0,cellular,17,jul,5,1,21.983333333333334,2
42,entrepreneur,single,primary,0,388,0,1,cellular,17,jul,3,0,10.1,3
53,retired,divorced,secondary,0,-477,0,0,cellular,17,jul,2,0,3.9166666666666665,3
30,blue-collar,married,primary,0,135,1,0,telephone,17,jul,5,0,4.466666666666667,3
57,admin,married,primary,0,215,1,1,cellular,17,jul,2,0,3.5,3
29,management,married,tertiary,0,900,0,0,cellular,17,jul,2,0,4.583333333333333,2
54,blue-collar,married,primary,0,1298,0,0,telephone,17,jul,4,0,5.066666666666666,3
26,self-employed,married,tertiary,0,10005,1,0,cellular,17,jul,2,0,1.4,2
29,technician,married,tertiary,0,1337,1,0,cellular,17,jul,2,0,2.0833333333333335,2
35,blue-collar,married,tertiary,0,1016,1,0,cellular,17,jul,2,0,4.9,2
36,management,married,tertiary,0,708,1,0,cellular,17,jul,3,0,0.9833333333333333,2
36,management,divorced,tertiary,0,210,1,0,cellular,17,jul,2,0,3.033333333333333,2
51,services,married,secondary,0,2904,1,0,cellular,17,jul,3,0,6.833333333333333,2
50,blue-collar,married,secondary,0,19,0,0,cellular,17,jul,4,0,3.4833333333333334,3
52,housemaid,married,primary,0,3798,1,0,cellular,17,jul,1,1,20.133333333333333,3
41,technician,married,secondary,0,-508,1,1,telephone,17,jul,8,0,2.066666666666667,3
31,management,married,tertiary,0,2,1,0,cellular,17,jul,1,0,3.9,2
42,self-employed,divorced,secondary,0,484,1,0,cellular,17,jul,3,0,4.616666666666666,3
45,blue-collar,married,secondary,0,392,1,0,cellular,17,jul,2,0,1.3333333333333333,3
26,admin,married,secondary,0,5231,0,1,cellular,17,jul,2,0,3.7,3
45,services,married,secondary,0,307,0,1,cellular,17,jul,3,0,2.45,3
50,technician,single,secondary,0,246,1,0,cellular,17,jul,2,0,2.9,3
42,blue-collar,divorced,primary,0,301,1,0,cellular,17,jul,2,1,19.583333333333332,3
56,housemaid,divorced,primary,0,864,0,0,telephone,17,jul,6,0,0.7666666666666667,3
31,management,divorced,tertiary,0,294,1,0,cellular,17,jul,5,1,8.933333333333334,2
26,student,single,tertiary,1,47,0,1,cellular,17,jul,2,0,4.283333333333333,1
40,management,married,secondary,0,0,1,0,cellular,17,jul,3,0,12.133333333333333,2
40,self-employed,married,tertiary,0,2977,1,0,cellular,17,jul,1,0,16.966666666666665,2
34,unemployed,married,secondary,0,2126,1,0,cellular,17,jul,2,0,3.5833333333333335,3
40,blue-collar,divorced,secondary,0,393,1,1,cellular,17,jul,2,0,4.85,3
36,admin,married,secondary,0,1314,1,0,cellular,17,jul,3,0,5.5,3
34,management,married,tertiary,0,118,0,1,telephone,17,jul,3,0,2.85,0
29,technician,married,tertiary,0,1413,1,0,cellular,17,jul,4,0,2.8333333333333335,2
59,blue-collar,married,primary,0,-365,1,0,cellular,17,jul,11,0,6.8,3
54,management,married,tertiary,0,364,1,0,cellular,17,jul,1,0,5.016666666666667,2
30,management,married,tertiary,0,101,1,0,cellular,17,jul,1,0,1.4666666666666666,2
53,admin,single,primary,0,0,1,0,cellular,17,jul,6,0,2.5833333333333335,3
54,self-employed,married,tertiary,0,269,1,0,cellular,17,jul,3,0,1.35,2
40,management,married,tertiary,0,-117,1,0,cellular,17,jul,2,0,12.833333333333334,2
29,services,married,secondary,0,23,0,0,cellular,17,jul,4,0,0.95,3
27,services,married,secondary,0,0,1,0,cellular,17,jul,5,1,16.516666666666666,3
60,retired,married,secondary,0,-222,0,0,cellular,17,jul,2,0,1.3666666666666667,2
50,technician,divorced,secondary,0,8016,0,0,cellular,17,jul,4,0,15.05,3
56,management,married,tertiary,0,171,0,1,telephone,17,jul,2,0,10.166666666666666,2
40,technician,married,secondary,0,500,1,0,cellular,17,jul,3,0,2.9166666666666665,3
41,management,divorced,tertiary,0,107,1,0,cellular,17,jul,17,0,2.033333333333333,1
45,management,divorced,secondary,0,0,0,0,cellular,17,jul,3,0,6.583333333333333,3
58,technician,married,tertiary,0,1692,1,0,telephone,17,jul,5,0,8.616666666666667,3
27,blue-collar,married,secondary,0,0,1,0,cellular,17,jul,6,0,7.4,3
45,management,single,tertiary,0,871,0,0,cellular,17,jul,5,0,3.8333333333333335,1
30,blue-collar,married,primary,0,-199,1,1,telephone,17,jul,10,0,3.45,3
43,admin,married,secondary,0,0,1,0,cellular,17,jul,3,0,11.233333333333333,3
29,services,married,secondary,0,3220,0,0,cellular,17,jul,3,0,2.8666666666666667,3
38,services,married,primary,1,1,1,0,cellular,17,jul,7,0,2.816666666666667,3
27,student,single,secondary,0,24,1,0,cellular,17,jul,2,0,5.333333333333333,1
47,technician,married,secondary,0,1059,1,0,cellular,17,jul,1,0,2.566666666666667,3
49,housemaid,married,primary,0,0,1,0,cellular,17,jul,1,0,0.85,3
35,admin,married,secondary,0,449,1,0,cellular,17,jul,8,0,0.7166666666666667,3
29,unemployed,married,secondary,0,-25,1,0,cellular,17,jul,1,0,2.3833333333333333,3
35,housemaid,married,tertiary,0,20,1,1,cellular,17,jul,3,0,8.416666666666666,2
56,retired,divorced,secondary,0,212,0,1,telephone,17,jul,1,0,0.45,3
34,blue-collar,married,primary,0,151,1,0,cellular,17,jul,6,0,9.1,3
37,management,married,tertiary,1,0,0,0,cellular,17,jul,2,0,1.5166666666666666,2
34,services,married,secondary,0,0,1,0,cellular,17,jul,3,0,1.25,3
44,blue-collar,single,secondary,0,292,0,1,cellular,17,jul,4,1,19.216666666666665,1
28,technician,married,tertiary,0,858,1,0,cellular,17,jul,1,0,10.033333333333333,2
31,services,married,secondary,0,71,1,0,cellular,17,jul,2,0,12.333333333333334,3
57,management,divorced,tertiary,0,2549,0,0,cellular,17,jul,2,0,3.216666666666667,2
47,admin,married,secondary,0,1808,0,1,cellular,17,jul,1,0,2.0833333333333335,3
52,housemaid,married,primary,0,994,0,0,cellular,17,jul,3,0,3.1333333333333333,3
55,housemaid,married,primary,0,0,1,0,cellular,17,jul,2,1,21.716666666666665,3
29,technician,married,tertiary,0,1535,1,0,cellular,17,jul,2,0,2.2333333333333334,2
41,management,single,tertiary,0,0,1,0,cellular,17,jul,7,0,8.483333333333333,2
36,blue-collar,single,secondary,0,641,1,0,cellular,17,jul,2,0,12.25,1
54,blue-collar,single,secondary,0,40,1,0,cellular,18,jul,2,0,2.8666666666666667,1
34,blue-collar,single,secondary,0,39,0,0,cellular,18,jul,3,0,2.3,1
28,admin,single,secondary,0,-39,0,1,cellular,18,jul,2,0,1.0666666666666667,3
33,admin,single,secondary,0,92,0,0,cellular,18,jul,3,0,2.6166666666666667,3
31,services,married,secondary,0,1670,0,0,cellular,18,jul,2,0,3.0833333333333335,3
40,technician,married,tertiary,0,5152,1,1,cellular,18,jul,2,0,2.0166666666666666,2
49,management,divorced,tertiary,0,100,1,1,cellular,18,jul,3,0,2.6,1
34,management,single,tertiary,0,21,1,0,cellular,18,jul,5,0,1.2333333333333334,2
31,blue-collar,married,secondary,0,64,1,0,cellular,18,jul,3,0,5.033333333333333,3
45,services,married,secondary,1,144,0,0,cellular,18,jul,8,0,1.5833333333333333,3
46,blue-collar,divorced,secondary,0,709,1,0,cellular,18,jul,4,0,1.6666666666666667,3
33,management,married,tertiary,0,3,1,0,cellular,18,jul,7,0,2.716666666666667,2
34,entrepreneur,married,secondary,0,393,1,0,cellular,18,jul,3,0,2.8666666666666667,2
40,entrepreneur,divorced,secondary,0,2998,1,0,cellular,18,jul,3,1,10.383333333333333,3
54,technician,single,tertiary,0,467,1,0,cellular,18,jul,3,1,11.233333333333333,1
43,management,single,secondary,1,-1164,1,1,cellular,18,jul,4,0,1.2666666666666666,3
46,housemaid,divorced,primary,0,2084,1,0,cellular,18,jul,2,1,18.016666666666666,3
42,admin,married,secondary,0,976,1,0,cellular,18,jul,7,0,1.15,3
34,technician,married,secondary,0,652,1,1,cellular,18,jul,4,0,0.8333333333333334,3
46,self-employed,married,secondary,0,567,0,0,cellular,18,jul,10,0,2.3666666666666667,3
60,retired,divorced,secondary,0,0,0,0,cellular,18,jul,10,0,1.5166666666666666,3
51,blue-collar,married,secondary,0,598,1,0,telephone,18,jul,4,0,0.8833333333333333,3
31,admin,single,tertiary,0,98,0,1,cellular,18,jul,2,0,1.4166666666666667,1
52,technician,divorced,tertiary,0,0,0,0,cellular,18,jul,1,0,7.566666666666666,3
43,management,married,tertiary,0,1050,1,1,cellular,18,jul,11,0,1.1166666666666667,2
35,admin,single,secondary,0,111,1,0,cellular,18,jul,3,0,2.1166666666666667,3
45,management,married,tertiary,0,-191,1,0,cellular,18,jul,3,0,2.966666666666667,2
51,technician,married,secondary,0,428,0,1,cellular,18,jul,2,0,2.4166666666666665,3
32,admin,married,secondary,0,280,1,0,cellular,18,jul,4,0,0.9833333333333333,3
34,management,married,tertiary,0,1602,1,0,cellular,18,jul,2,0,4.783333333333333,2
58,blue-collar,divorced,primary,0,474,1,1,cellular,18,jul,1,0,1.4166666666666667,3
52,technician,married,secondary,0,2102,1,0,cellular,18,jul,2,0,4.866666666666666,3
46,entrepreneur,married,secondary,0,0,0,1,cellular,18,jul,1,0,1.9166666666666667,3
46,housemaid,married,primary,0,238,0,1,cellular,18,jul,2,0,1.4166666666666667,3
31,technician,divorced,secondary,0,202,1,0,cellular,18,jul,1,0,2.433333333333333,3
48,technician,single,secondary,0,2374,0,0,cellular,18,jul,2,0,1.3833333333333333,3
46,self-employed,single,secondary,0,69,0,1,cellular,18,jul,2,0,1.7166666666666666,3
30,management,single,tertiary,0,502,0,1,cellular,18,jul,1,1,9.533333333333333,1
30,services,divorced,primary,0,459,1,0,cellular,18,jul,1,1,8.233333333333333,3
35,unemployed,married,tertiary,0,-94,1,0,cellular,18,jul,1,0,5.9,2
41,management,married,tertiary,0,397,1,0,cellular,18,jul,1,0,1.5166666666666666,2
56,blue-collar,divorced,primary,1,-1,0,0,cellular,18,jul,3,0,5.066666666666666,3
45,management,married,tertiary,0,726,1,1,cellular,18,jul,1,0,3.316666666666667,2
33,services,married,tertiary,0,1275,1,0,cellular,18,jul,1,0,3.183333333333333,2
32,services,divorced,secondary,0,454,1,0,cellular,18,jul,1,1,16.3,3
27,services,married,secondary,0,891,1,0,cellular,18,jul,1,0,4.0,3
33,services,single,secondary,0,3269,0,1,cellular,18,jul,1,0,5.266666666666667,3
56,technician,divorced,secondary,0,179,0,0,cellular,18,jul,1,1,8.933333333333334,3
34,services,married,secondary,0,-102,1,0,cellular,18,jul,1,0,3.0833333333333335,3
53,services,married,secondary,0,1378,1,0,cellular,18,jul,2,0,1.5166666666666666,3
48,management,married,tertiary,0,192,0,1,cellular,18,jul,1,0,4.466666666666667,2
30,management,divorced,tertiary,0,106,1,0,cellular,18,jul,1,0,2.4833333333333334,2
31,blue-collar,single,secondary,0,1291,1,0,cellular,18,jul,1,0,1.2,1
32,blue-collar,divorced,primary,0,174,1,0,telephone,18,jul,1,0,0.18333333333333332,3
35,management,married,tertiary,0,552,1,1,cellular,18,jul,1,0,3.7,2
52,technician,married,secondary,0,383,0,1,cellular,18,jul,1,0,2.25,3
30,management,married,tertiary,0,593,1,1,cellular,18,jul,1,0,6.866666666666666,2
31,student,single,tertiary,0,117,1,0,telephone,18,jul,1,0,0.6833333333333333,1
28,blue-collar,married,secondary,0,2378,1,1,cellular,18,jul,6,0,13.333333333333334,3
44,blue-collar,divorced,secondary,0,427,1,0,cellular,18,jul,1,0,2.5166666666666666,3
47,admin,married,secondary,0,-185,1,0,cellular,18,jul,2,0,1.4,3
27,services,single,secondary,0,-124,0,0,cellular,18,jul,1,0,3.6166666666666667,3
36,management,married,tertiary,0,1584,1,0,cellular,18,jul,1,0,2.966666666666667,2
34,blue-collar,single,secondary,0,1239,1,0,cellular,18,jul,1,0,1.5,1
59,blue-collar,married,secondary,0,-139,0,0,cellular,18,jul,1,0,0.55,3
59,technician,married,tertiary,0,0,0,0,cellular,18,jul,5,0,4.566666666666666,2
43,management,married,tertiary,0,704,0,0,cellular,18,jul,1,0,1.9333333333333333,2
47,admin,married,secondary,0,26,0,1,cellular,18,jul,3,0,1.1833333333333333,3
34,blue-collar,single,secondary,0,4963,1,0,cellular,18,jul,1,0,3.7666666666666666,1
33,blue-collar,married,secondary,0,661,1,0,cellular,18,jul,1,1,16.133333333333333,3
35,technician,married,secondary,0,513,1,0,cellular,18,jul,1,0,6.283333333333333,3
31,management,married,tertiary,0,557,1,0,cellular,18,jul,1,0,1.85,2
29,services,single,secondary,1,-308,0,0,cellular,18,jul,1,0,1.8833333333333333,3
25,admin,married,secondary,0,18,1,0,cellular,18,jul,1,0,3.75,3
29,blue-collar,married,secondary,1,-643,1,0,cellular,18,jul,1,0,4.616666666666666,3
45,admin,married,secondary,0,373,0,1,cellular,18,jul,3,0,4.566666666666666,3
34,technician,married,secondary,0,351,1,0,cellular,18,jul,1,0,7.783333333333333,3
40,services,divorced,secondary,0,49,0,1,cellular,18,jul,1,0,3.183333333333333,3
31,technician,married,secondary,1,-367,1,0,cellular,18,jul,2,1,7.9,3
30,services,single,secondary,0,114,0,1,cellular,18,jul,10,0,1.8333333333333333,3
59,retired,married,secondary,1,-2,0,1,cellular,18,jul,1,0,1.7,3
26,blue-collar,married,secondary,0,-384,1,1,cellular,18,jul,1,0,2.3833333333333333,3
31,management,single,tertiary,0,3142,1,0,cellular,18,jul,1,0,2.7333333333333334,2
29,entrepreneur,married,secondary,1,-388,1,0,cellular,18,jul,3,0,6.85,3
30,services,single,secondary,1,-366,1,0,cellular,18,jul,1,1,8.6,3
29,entrepreneur,married,primary,0,519,1,0,cellular,18,jul,1,0,2.0,2
29,technician,single,secondary,1,28,1,0,cellular,18,jul,1,0,3.3833333333333333,3
47,management,married,tertiary,0,122,0,1,cellular,18,jul,1,0,1.2166666666666666,2
29,self-employed,married,tertiary,0,1,0,0,cellular,18,jul,3,0,2.783333333333333,2
44,management,married,secondary,0,3286,1,0,cellular,18,jul,1,0,9.483333333333333,2
30,entrepreneur,married,tertiary,0,501,1,0,cellular,18,jul,1,0,1.5666666666666667,2
33,blue-collar,married,secondary,0,89,1,0,cellular,18,jul,2,1,4.633333333333334,3
51,entrepreneur,divorced,tertiary,0,23,1,0,cellular,18,jul,3,0,2.95,2
43,management,married,tertiary,0,0,0,0,cellular,18,jul,1,0,1.8333333333333333,2
57,technician,divorced,secondary,0,1244,1,0,cellular,18,jul,1,0,6.383333333333334,3
31,management,single,tertiary,0,3981,1,0,cellular,18,jul,1,0,4.766666666666667,2
43,technician,single,tertiary,0,317,1,0,cellular,18,jul,1,0,1.7666666666666666,1
50,blue-collar,married,secondary,0,1498,1,0,cellular,18,jul,1,0,3.716666666666667,3
30,blue-collar,single,secondary,0,183,1,0,cellular,18,jul,1,1,10.166666666666666,1
51,blue-collar,married,secondary,0,145,0,1,cellular,18,jul,1,0,5.216666666666667,3
29,admin,single,secondary,0,-133,0,0,cellular,18,jul,1,0,1.8,3
26,technician,married,tertiary,0,192,1,0,cellular,18,jul,1,0,1.9333333333333333,2
36,management,married,tertiary,0,635,1,0,cellular,18,jul,1,0,5.983333333333333,2
46,admin,divorced,primary,0,505,0,1,cellular,18,jul,4,0,1.9833333333333334,3
31,management,married,tertiary,0,1164,1,1,cellular,18,jul,3,0,3.966666666666667,2
