age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,y,duration_in_minutes
31,blue-collar,married,primary,0,-81,1,0,cellular,22,jul,1,0,4.35
36,management,married,tertiary,0,348,0,1,cellular,22,jul,1,0,5.116666666666666
57,entrepreneur,married,unknown,0,975,1,1,cellular,22,jul,4,0,3.933333333333333
29,management,single,secondary,0,0,1,0,cellular,22,jul,7,0,6.716666666666667
34,technician,single,tertiary,0,228,1,0,cellular,22,jul,4,0,6.45
29,technician,single,secondary,0,-247,0,1,cellular,22,jul,1,0,3.5166666666666666
28,blue-collar,married,secondary,0,751,1,0,cellular,22,jul,5,1,9.966666666666667
34,blue-collar,married,primary,0,197,1,0,cellular,22,jul,1,0,3.0166666666666666
53,retired,married,primary,0,3126,1,0,cellular,22,jul,1,0,3.95
45,blue-collar,married,secondary,0,2926,1,1,cellular,22,jul,2,0,7.95
31,management,single,tertiary,0,4331,1,0,cellular,22,jul,1,0,5.3
33,blue-collar,divorced,secondary,0,474,0,0,cellular,22,jul,2,0,6.666666666666667
36,admin,single,secondary,0,-301,0,1,cellular,22,jul,3,0,5.2
44,unknown,married,unknown,0,722,1,0,telephone,22,jul,2,0,4.483333333333333
44,services,married,primary,0,440,0,1,telephone,22,jul,21,0,4.15
59,housemaid,married,primary,0,0,1,0,cellular,22,jul,2,0,3.1
26,services,single,secondary,1,0,0,1,cellular,22,jul,10,0,4.0
42,technician,married,secondary,0,33,0,0,telephone,22,jul,5,0,2.6333333333333333
52,housemaid,divorced,tertiary,0,4306,0,0,cellular,22,jul,2,0,1.7833333333333334
44,blue-collar,married,primary,0,318,0,0,telephone,22,jul,2,0,4.783333333333333
33,blue-collar,married,secondary,0,-130,1,0,cellular,22,jul,2,0,2.066666666666667
50,technician,divorced,secondary,0,-556,1,1,cellular,22,jul,2,0,4.5
28,technician,single,tertiary,0,968,0,1,cellular,22,jul,2,0,7.833333333333333
51,unemployed,married,tertiary,0,1634,1,0,cellular,22,jul,4,0,2.8
37,admin,married,secondary,0,2991,1,0,cellular,22,jul,3,0,2.316666666666667
35,admin,single,secondary,0,507,1,0,cellular,22,jul,2,1,9.333333333333334
40,management,married,tertiary,0,995,1,0,cellular,22,jul,2,0,1.6
43,management,married,tertiary,0,409,0,0,cellular,22,jul,7,0,1.6666666666666667
30,blue-collar,married,secondary,0,791,1,1,cellular,22,jul,2,0,2.283333333333333
29,blue-collar,single,secondary,0,0,0,0,cellular,22,jul,3,0,0.9166666666666666
26,services,married,secondary,0,-379,1,1,cellular,22,jul,7,1,20.616666666666667
52,management,married,secondary,0,-588,1,0,cellular,22,jul,4,0,1.35
54,technician,divorced,secondary,0,-369,0,0,cellular,22,jul,4,0,4.1
28,management,married,secondary,0,143,1,0,cellular,22,jul,13,0,0.7333333333333333
38,admin,single,secondary,0,-327,0,0,cellular,22,jul,5,0,5.75
27,management,married,secondary,0,2,1,0,cellular,22,jul,5,0,8.216666666666667
35,management,married,tertiary,0,-196,1,0,cellular,22,jul,2,0,3.6
33,technician,single,secondary,0,920,1,0,cellular,22,jul,4,0,3.1166666666666667
31,admin,married,secondary,0,84,1,0,cellular,22,jul,3,0,9.666666666666666
50,housemaid,divorced,primary,0,94,1,0,cellular,22,jul,4,0,3.066666666666667
26,management,single,secondary,0,-38,0,0,cellular,22,jul,2,0,7.383333333333334
61,technician,married,secondary,0,50,1,0,cellular,22,jul,5,0,3.55
49,admin,married,secondary,0,635,0,0,telephone,22,jul,8,0,6.666666666666667
26,services,single,tertiary,0,238,1,0,cellular,22,jul,3,0,2.6
34,blue-collar,married,primary,0,0,1,0,cellular,22,jul,2,0,2.4833333333333334
56,entrepreneur,married,tertiary,0,693,0,0,cellular,22,jul,5,0,1.4833333333333334
32,technician,married,secondary,0,476,1,0,cellular,22,jul,7,0,8.383333333333333
32,management,married,tertiary,0,663,0,1,cellular,22,jul,3,0,1.0333333333333334
60,blue-collar,married,secondary,0,-223,0,1,cellular,22,jul,2,0,4.7
43,blue-collar,single,primary,0,189,0,1,telephone,22,jul,15,0,1.6166666666666667
27,blue-collar,single,secondary,0,113,0,0,cellular,22,jul,17,0,0.65
36,admin,married,secondary,0,286,1,0,cellular,22,jul,9,0,2.783333333333333
32,technician,married,secondary,0,268,1,1,cellular,22,jul,5,0,1.7
37,admin,married,secondary,0,1396,1,0,cellular,22,jul,2,0,3.316666666666667
26,management,single,tertiary,0,97,1,0,cellular,22,jul,1,0,3.8833333333333333
46,blue-collar,married,secondary,0,209,1,0,cellular,22,jul,4,0,2.1
59,blue-collar,married,secondary,0,786,0,1,cellular,22,jul,4,0,0.7333333333333333
34,blue-collar,single,secondary,0,-199,0,0,cellular,22,jul,10,0,1.3
59,services,married,secondary,0,292,0,1,cellular,22,jul,4,0,4.1
34,management,single,tertiary,0,184,0,0,cellular,22,jul,4,0,3.3833333333333333
25,admin,married,secondary,0,7,1,1,cellular,22,jul,3,0,3.4833333333333334
50,admin,married,secondary,0,-779,1,1,cellular,22,jul,2,0,1.8666666666666667
29,services,married,secondary,0,1432,0,0,cellular,22,jul,8,0,12.133333333333333
31,management,married,tertiary,0,322,1,0,cellular,22,jul,3,0,4.15
31,admin,married,secondary,0,-241,1,0,cellular,22,jul,5,0,21.45
31,blue-collar,married,secondary,0,1981,1,0,cellular,22,jul,2,0,7.283333333333333
26,blue-collar,single,secondary,0,1,1,0,cellular,22,jul,2,0,0.6
45,blue-collar,married,secondary,0,2071,0,1,telephone,22,jul,2,0,19.133333333333333
61,retired,married,secondary,0,479,0,0,cellular,22,jul,5,0,7.733333333333333
39,blue-collar,single,secondary,0,0,0,0,cellular,22,jul,4,1,14.4
42,blue-collar,married,secondary,0,41,1,0,cellular,22,jul,3,0,3.1333333333333333
32,technician,married,secondary,0,4790,1,0,cellular,22,jul,2,0,5.233333333333333
25,admin,married,unknown,0,349,1,0,cellular,22,jul,8,1,17.283333333333335
34,blue-collar,married,secondary,0,1650,1,1,telephone,22,jul,11,0,5.85
30,admin,single,secondary,0,1700,1,0,cellular,22,jul,3,0,4.65
43,admin,single,secondary,0,1119,0,0,telephone,22,jul,2,0,1.9833333333333334
41,management,single,tertiary,0,336,1,0,cellular,22,jul,3,0,2.7
27,blue-collar,married,primary,0,300,0,1,cellular,22,jul,2,0,3.4833333333333334
46,technician,married,secondary,0,783,1,0,cellular,22,jul,4,0,2.2666666666666666
46,services,married,secondary,0,-119,1,0,cellular,22,jul,3,0,2.5166666666666666
35,services,divorced,secondary,0,543,1,0,cellular,22,jul,2,0,10.4
42,blue-collar,married,primary,0,-119,1,0,cellular,22,jul,3,0,2.783333333333333
48,technician,divorced,tertiary,0,113,0,1,cellular,22,jul,1,0,0.6333333333333333
27,blue-collar,single,secondary,0,148,0,0,cellular,22,jul,1,0,3.3833333333333333
37,admin,married,secondary,0,1110,1,0,telephone,22,jul,11,1,13.366666666666667
34,blue-collar,married,secondary,1,-7,1,0,cellular,22,jul,5,0,2.3833333333333333
28,services,single,tertiary,0,2474,1,0,cellular,22,jul,1,0,4.366666666666666
35,management,single,secondary,0,1031,1,0,cellular,22,jul,1,0,4.233333333333333
58,housemaid,married,primary,0,1310,1,1,cellular,22,jul,2,0,20.433333333333334
54,self-employed,married,secondary,0,9,1,0,cellular,22,jul,2,0,1.8833333333333333
26,management,married,secondary,0,288,1,0,cellular,22,jul,1,0,11.9
53,admin,divorced,secondary,0,223,1,1,cellular,22,jul,1,0,8.9
27,management,divorced,tertiary,0,148,0,0,cellular,22,jul,9,0,2.9
34,blue-collar,married,secondary,0,246,1,0,cellular,22,jul,1,0,8.866666666666667
26,services,single,secondary,0,209,1,0,cellular,22,jul,2,0,5.316666666666666
27,services,married,secondary,0,0,1,0,cellular,22,jul,13,1,26.8
52,technician,married,secondary,0,192,1,0,cellular,23,jul,2,0,1.0166666666666666
48,technician,divorced,secondary,0,485,1,0,cellular,23,jul,2,0,1.4
33,housemaid,married,secondary,0,0,1,1,cellular,23,jul,13,0,1.4166666666666667
36,technician,divorced,tertiary,0,119,0,0,cellular,23,jul,8,0,2.1166666666666667
25,technician,single,secondary,0,0,1,0,cellular,23,jul,5,0,8.116666666666667
28,management,single,tertiary,0,466,1,0,cellular,23,jul,2,0,2.8333333333333335
53,management,married,unknown,0,527,1,0,cellular,23,jul,3,0,1.1833333333333333
45,technician,single,tertiary,0,2100,1,0,cellular,23,jul,2,0,4.75
56,technician,married,secondary,0,205,0,1,cellular,23,jul,2,0,7.366666666666666
50,services,married,secondary,0,2362,1,1,cellular,23,jul,4,0,0.9833333333333333
30,admin,single,secondary,0,98,1,0,cellular,23,jul,5,0,1.6666666666666667
32,admin,married,secondary,0,1539,1,1,cellular,23,jul,2,0,3.6333333333333333
39,housemaid,married,secondary,0,1029,1,1,cellular,23,jul,3,0,2.216666666666667
31,blue-collar,single,primary,0,302,1,0,cellular,23,jul,8,0,0.6666666666666666
44,blue-collar,married,primary,0,-89,0,1,cellular,23,jul,4,0,3.1166666666666667
29,technician,single,secondary,0,-522,1,1,cellular,23,jul,6,0,1.4833333333333334
30,management,married,tertiary,0,126,1,1,cellular,23,jul,10,0,1.25
48,retired,married,tertiary,0,4,0,1,cellular,23,jul,5,0,1.1666666666666667
32,blue-collar,single,primary,0,354,0,0,cellular,23,jul,8,0,4.733333333333333
25,management,married,secondary,0,2228,1,0,cellular,23,jul,1,1,12.566666666666666
42,management,married,tertiary,0,176,1,0,cellular,23,jul,1,0,2.05
57,technician,married,secondary,0,1741,0,0,cellular,23,jul,2,0,6.066666666666666
49,services,married,secondary,0,702,0,1,cellular,23,jul,1,0,3.2333333333333334
50,services,single,secondary,0,294,0,0,cellular,23,jul,1,0,1.2166666666666666
29,technician,single,tertiary,0,48,1,0,cellular,23,jul,1,0,2.7333333333333334
45,admin,married,secondary,0,295,1,0,cellular,23,jul,1,0,1.5333333333333334
49,unemployed,divorced,secondary,0,-214,1,0,cellular,23,jul,1,0,1.2166666666666666
46,blue-collar,married,secondary,0,0,1,0,cellular,23,jul,1,0,2.033333333333333
27,services,married,secondary,0,2526,1,0,cellular,23,jul,3,0,8.333333333333334
46,management,married,tertiary,0,99,1,0,cellular,23,jul,1,0,9.483333333333333
40,services,divorced,secondary,0,-81,0,1,cellular,23,jul,1,0,3.1
51,services,married,secondary,0,-709,1,1,telephone,23,jul,1,0,0.6333333333333333
50,blue-collar,married,primary,0,0,1,0,cellular,23,jul,1,0,2.283333333333333
37,management,married,tertiary,0,1066,1,0,cellular,23,jul,1,0,3.0166666666666666
37,services,married,secondary,0,658,1,0,telephone,23,jul,1,0,2.9166666666666665
41,admin,single,tertiary,0,982,0,0,cellular,23,jul,1,0,1.75
46,management,divorced,tertiary,0,2166,1,0,cellular,23,jul,1,1,14.5
59,technician,married,secondary,0,2342,0,1,telephone,23,jul,1,0,3.7666666666666666
33,management,single,tertiary,0,370,0,0,cellular,23,jul,1,0,2.35
49,entrepreneur,married,secondary,0,273,0,0,cellular,23,jul,1,0,0.9666666666666667
50,technician,married,secondary,0,3263,1,0,cellular,23,jul,1,0,1.9166666666666667
40,retired,married,primary,0,630,1,0,cellular,23,jul,2,0,2.95
34,technician,married,secondary,0,0,1,0,cellular,23,jul,1,0,7.15
34,admin,married,secondary,0,804,1,0,cellular,23,jul,9,0,4.266666666666667
26,blue-collar,married,secondary,0,0,1,0,telephone,23,jul,4,0,2.6166666666666667
41,management,married,tertiary,0,0,1,0,cellular,23,jul,3,0,4.75
41,technician,married,secondary,0,0,0,1,cellular,23,jul,1,0,1.7833333333333334
50,management,married,tertiary,0,19,0,1,cellular,23,jul,1,0,3.4166666666666665
39,self-employed,married,secondary,0,81,0,1,cellular,23,jul,1,0,7.3
38,management,divorced,tertiary,0,539,1,0,cellular,23,jul,1,0,2.683333333333333
60,entrepreneur,married,primary,0,0,0,0,telephone,23,jul,1,0,0.6666666666666666
38,management,married,tertiary,0,1952,0,1,cellular,23,jul,1,0,3.95
26,management,single,tertiary,0,3,1,0,cellular,23,jul,1,0,1.7666666666666666
57,technician,married,primary,0,19,1,0,cellular,23,jul,1,0,2.6333333333333333
53,admin,single,secondary,0,291,0,0,unknown,23,jul,1,0,2.4166666666666665
41,management,married,tertiary,0,-98,1,1,cellular,23,jul,1,0,4.066666666666666
53,blue-collar,married,secondary,0,913,1,0,cellular,23,jul,1,0,12.166666666666666
34,services,married,secondary,0,-451,1,1,cellular,23,jul,1,0,8.3
41,housemaid,married,secondary,0,1638,1,0,cellular,23,jul,1,0,5.45
50,management,married,tertiary,0,29,0,1,unknown,23,jul,1,0,1.7333333333333334
56,retired,divorced,tertiary,0,2370,0,0,cellular,23,jul,1,0,6.266666666666667
41,technician,married,unknown,0,-391,1,1,cellular,23,jul,1,0,2.283333333333333
46,admin,divorced,primary,0,50,1,1,cellular,23,jul,1,0,6.316666666666666
42,management,divorced,secondary,0,283,1,0,cellular,23,jul,1,1,12.683333333333334
49,self-employed,married,tertiary,0,206,1,0,unknown,23,jul,2,0,1.8
30,technician,married,tertiary,0,0,1,1,cellular,23,jul,1,0,3.8666666666666667
28,services,single,tertiary,0,2938,1,0,cellular,23,jul,2,0,3.066666666666667
46,blue-collar,married,secondary,0,1287,0,0,cellular,23,jul,1,0,3.816666666666667
28,admin,single,tertiary,0,1773,1,0,cellular,23,jul,1,0,4.583333333333333
38,admin,married,secondary,0,532,1,0,cellular,23,jul,1,0,1.5833333333333333
39,blue-collar,married,secondary,0,1508,0,0,cellular,23,jul,1,0,4.683333333333334
40,blue-collar,married,secondary,0,755,0,0,cellular,23,jul,1,0,2.4166666666666665
40,blue-collar,married,secondary,0,2279,0,0,cellular,23,jul,1,0,1.7333333333333334
35,management,divorced,tertiary,0,505,0,0,cellular,23,jul,1,0,2.3666666666666667
36,self-employed,married,tertiary,0,328,1,1,cellular,23,jul,1,0,2.2666666666666666
47,blue-collar,married,secondary,0,4101,1,0,cellular,23,jul,1,0,1.75
30,management,single,secondary,0,3259,1,0,cellular,23,jul,1,0,8.25
38,entrepreneur,divorced,tertiary,0,1690,0,0,cellular,23,jul,1,0,2.6666666666666665
26,management,single,tertiary,0,14004,1,0,cellular,23,jul,1,0,2.783333333333333
31,blue-collar,married,secondary,0,79,1,1,cellular,23,jul,11,0,3.9166666666666665
25,blue-collar,single,secondary,0,-247,1,0,cellular,23,jul,1,1,10.55
54,management,married,tertiary,0,707,1,0,telephone,23,jul,2,0,4.533333333333333
46,blue-collar,married,unknown,0,55,0,0,cellular,23,jul,1,0,0.9166666666666666
47,management,married,tertiary,0,4386,1,0,telephone,23,jul,1,0,0.7166666666666667
50,technician,married,secondary,0,778,0,0,cellular,23,jul,1,0,0.26666666666666666
46,blue-collar,married,primary,0,2427,0,0,cellular,23,jul,1,0,0.6666666666666666
39,blue-collar,single,secondary,0,94,0,1,cellular,23,jul,3,0,1.45
53,retired,divorced,secondary,0,84,0,0,cellular,23,jul,1,0,5.6
53,housemaid,married,tertiary,0,2353,1,0,cellular,23,jul,2,0,7.85
52,blue-collar,married,secondary,0,1027,0,0,cellular,23,jul,1,0,0.9833333333333333
47,retired,divorced,secondary,0,-157,0,1,unknown,23,jul,1,0,1.7333333333333334
55,retired,married,primary,0,159,1,1,telephone,23,jul,1,0,3.066666666666667
46,admin,married,secondary,0,739,1,0,cellular,23,jul,1,0,4.166666666666667
25,management,married,tertiary,0,937,1,0,cellular,23,jul,1,0,1.9166666666666667
47,technician,married,tertiary,0,1115,1,0,telephone,23,jul,9,0,0.3
33,technician,married,tertiary,0,104,0,0,unknown,23,jul,1,0,1.9166666666666667
34,self-employed,married,tertiary,0,1972,1,0,cellular,23,jul,2,0,1.0166666666666666
29,blue-collar,married,secondary,0,721,1,0,cellular,23,jul,1,0,10.733333333333333
31,blue-collar,married,secondary,0,0,0,0,telephone,23,jul,1,0,0.6
34,blue-collar,single,secondary,0,152,1,0,cellular,23,jul,1,0,1.8666666666666667
25,technician,single,tertiary,0,148,0,0,cellular,23,jul,1,0,7.016666666666667
26,technician,single,tertiary,0,14054,0,0,cellular,23,jul,1,0,2.966666666666667
28,management,single,tertiary,0,-56,0,1,cellular,23,jul,1,0,14.733333333333333
56,blue-collar,married,primary,0,187,1,0,cellular,23,jul,2,0,2.6
36,technician,married,tertiary,0,62,0,0,cellular,23,jul,2,0,1.1
27,technician,single,secondary,0,487,1,0,cellular,23,jul,1,0,5.316666666666666
48,technician,married,secondary,0,480,0,1,cellular,23,jul,1,0,6.183333333333334
31,admin,single,secondary,0,33,0,1,cellular,23,jul,1,0,3.2333333333333334
43,housemaid,married,primary,0,94,0,0,cellular,23,jul,9,0,0.5833333333333334
42,self-employed,married,tertiary,0,-426,1,0,telephone,23,jul,7,0,2.6666666666666665
39,technician,divorced,secondary,0,511,0,1,cellular,23,jul,1,0,2.466666666666667
28,blue-collar,single,secondary,0,-337,0,1,cellular,23,jul,1,0,4.733333333333333
46,entrepreneur,divorced,tertiary,0,91,0,1,cellular,23,jul,1,0,3.033333333333333
38,technician,single,tertiary,0,23,0,0,cellular,23,jul,1,0,3.2333333333333334
44,blue-collar,married,secondary,0,23,0,0,cellular,23,jul,1,0,0.9333333333333333
35,management,single,secondary,0,329,0,0,cellular,23,jul,8,0,6.25
56,blue-collar,married,primary,0,173,1,1,telephone,23,jul,2,0,0.5166666666666667
49,management,married,secondary,0,3286,1,0,cellular,23,jul,2,0,1.2166666666666666
44,housemaid,married,primary,0,26,1,0,cellular,23,jul,2,0,15.866666666666667
31,management,married,secondary,1,0,0,1,cellular,23,jul,1,0,1.85
27,blue-collar,single,primary,0,0,1,0,cellular,23,jul,1,0,3.55
28,admin,married,secondary,0,423,1,0,cellular,23,jul,1,0,4.083333333333333
34,technician,married,secondary,0,672,0,0,cellular,23,jul,3,0,2.6333333333333333
45,technician,single,tertiary,0,88,0,0,unknown,23,jul,4,0,2.716666666666667
60,retired,married,primary,0,566,0,1,cellular,23,jul,1,0,7.05
31,admin,single,secondary,0,5248,0,1,cellular,23,jul,1,0,6.133333333333334
27,blue-collar,married,secondary,0,197,0,0,telephone,23,jul,1,0,3.7
30,blue-collar,single,secondary,0,0,1,0,telephone,23,jul,5,0,0.6666666666666666
41,management,single,tertiary,0,0,1,0,cellular,23,jul,5,0,2.033333333333333
35,services,divorced,secondary,0,-225,0,0,cellular,23,jul,1,0,3.05
30,blue-collar,single,secondary,0,163,1,1,cellular,23,jul,2,0,2.05
38,technician,married,primary,0,-1038,0,1,cellular,23,jul,1,0,3.7
54,housemaid,married,primary,0,1319,1,0,telephone,23,jul,2,0,1.1666666666666667
26,admin,single,secondary,0,8,0,0,cellular,23,jul,1,0,1.5833333333333333
25,admin,married,secondary,0,789,1,0,cellular,23,jul,1,0,3.3666666666666667
38,housemaid,married,secondary,0,0,1,0,cellular,23,jul,1,0,2.6166666666666667
36,management,divorced,tertiary,0,14930,0,0,cellular,23,jul,1,0,3.1666666666666665
28,student,single,tertiary,0,270,0,0,cellular,23,jul,1,0,2.8666666666666667
47,admin,divorced,secondary,0,136,0,1,cellular,23,jul,1,0,1.1666666666666667
48,services,married,secondary,0,2739,0,0,telephone,23,jul,4,0,2.8833333333333333
27,self-employed,single,tertiary,0,82,0,1,cellular,23,jul,1,0,6.45
29,services,married,secondary,0,30,1,0,cellular,23,jul,3,0,1.2333333333333334
37,technician,married,tertiary,0,0,1,1,cellular,23,jul,2,0,2.5833333333333335
28,services,single,secondary,0,525,0,0,cellular,23,jul,1,0,1.35
28,blue-collar,single,secondary,0,371,1,0,cellular,23,jul,2,0,2.65
28,technician,single,tertiary,0,-123,0,1,cellular,23,jul,1,1,11.5
38,technician,divorced,secondary,0,1,0,1,cellular,23,jul,1,0,1.2166666666666666
32,blue-collar,married,primary,0,103,0,0,cellular,23,jul,1,0,5.2
38,management,married,tertiary,0,246,1,0,unknown,23,jul,8,0,11.95
43,self-employed,married,secondary,0,1239,1,1,telephone,23,jul,3,0,5.916666666666667
45,blue-collar,single,primary,0,308,1,0,cellular,23,jul,2,0,3.183333333333333
32,entrepreneur,married,secondary,0,126,1,1,cellular,23,jul,2,0,8.966666666666667
42,admin,married,secondary,0,-465,0,1,cellular,23,jul,1,0,1.7
32,blue-collar,single,primary,0,33,0,0,cellular,23,jul,1,0,1.9666666666666666
60,retired,divorced,primary,0,61,1,0,telephone,23,jul,2,0,3.283333333333333
40,management,married,tertiary,0,294,1,0,cellular,23,jul,5,0,1.6166666666666667
33,services,divorced,secondary,0,44,0,1,cellular,23,jul,1,1,8.816666666666666
25,management,single,tertiary,0,323,0,1,cellular,23,jul,1,0,1.6333333333333333
29,housemaid,married,primary,0,417,0,0,cellular,23,jul,2,0,1.8
25,blue-collar,single,secondary,0,-2,0,1,cellular,23,jul,2,0,4.55
28,blue-collar,single,secondary,0,-403,0,1,cellular,23,jul,2,0,2.3333333333333335
41,management,single,tertiary,0,1355,0,0,cellular,23,jul,2,0,2.9833333333333334
27,housemaid,married,primary,0,0,1,0,cellular,23,jul,3,0,7.25
48,blue-collar,married,primary,0,-460,0,0,cellular,23,jul,1,0,2.25
35,admin,married,secondary,0,1345,1,0,cellular,23,jul,1,0,2.25
39,technician,married,tertiary,0,209,0,0,unknown,23,jul,2,0,0.6
25,services,single,secondary,0,99,0,1,cellular,23,jul,2,0,3.45
49,unemployed,married,tertiary,0,2806,0,0,cellular,23,jul,2,0,6.1
49,admin,divorced,secondary,1,2405,1,0,cellular,23,jul,8,0,3.6
38,blue-collar,married,secondary,0,2299,1,0,cellular,23,jul,1,0,4.0
26,management,single,tertiary,0,33,0,0,cellular,23,jul,1,0,4.95
60,management,single,tertiary,0,0,0,1,cellular,23,jul,1,0,2.5166666666666666
30,blue-collar,married,secondary,0,521,1,0,cellular,23,jul,17,0,1.2666666666666666
54,admin,married,secondary,0,0,1,1,cellular,23,jul,1,0,1.95
52,management,married,secondary,0,638,1,0,cellular,23,jul,1,0,3.55
57,management,married,tertiary,0,101,0,1,cellular,23,jul,2,0,1.65
35,admin,married,secondary,0,11,1,0,cellular,23,jul,4,0,1.7166666666666666
28,services,single,secondary,0,651,0,1,cellular,23,jul,2,0,2.6333333333333333
53,management,married,tertiary,0,267,1,0,telephone,23,jul,1,0,1.5
32,management,single,secondary,0,131,1,1,cellular,23,jul,2,1,19.2
39,entrepreneur,divorced,secondary,0,990,1,0,cellular,23,jul,1,0,0.9166666666666666
56,services,divorced,secondary,0,191,0,0,cellular,23,jul,3,0,5.583333333333333
49,services,divorced,primary,0,90,0,0,cellular,23,jul,4,0,2.1
57,entrepreneur,married,tertiary,0,234,0,0,cellular,23,jul,2,0,2.816666666666667
50,management,married,tertiary,0,1562,1,0,cellular,23,jul,2,0,1.5333333333333334
47,housemaid,married,primary,0,0,0,1,telephone,23,jul,4,0,3.3833333333333333
40,services,married,secondary,0,111,1,0,cellular,23,jul,1,0,2.2333333333333334
59,self-employed,married,tertiary,0,0,1,0,cellular,23,jul,1,0,4.266666666666667
26,services,single,secondary,0,127,1,1,cellular,23,jul,3,0,1.4166666666666667
36,unemployed,married,tertiary,0,73,0,0,cellular,23,jul,2,0,2.8666666666666667
48,services,divorced,primary,0,2805,0,1,cellular,23,jul,2,0,3.533333333333333
39,management,married,secondary,0,6012,0,0,telephone,23,jul,2,0,6.383333333333334
33,self-employed,single,primary,0,4443,0,0,telephone,23,jul,6,0,0.4166666666666667
57,retired,married,primary,0,65,1,0,telephone,23,jul,1,0,9.8
52,admin,married,secondary,0,3703,1,0,cellular,23,jul,1,0,2.533333333333333
35,management,married,secondary,1,-550,0,1,cellular,23,jul,3,0,14.566666666666666
51,admin,married,primary,0,576,1,0,cellular,23,jul,1,0,7.233333333333333
57,management,married,tertiary,0,246,1,0,cellular,23,jul,2,0,5.366666666666666
26,blue-collar,single,secondary,0,658,0,1,telephone,23,jul,4,0,0.5666666666666667
29,blue-collar,married,unknown,1,163,1,1,cellular,23,jul,2,0,9.766666666666667
42,management,married,secondary,0,1331,0,0,cellular,23,jul,2,0,11.633333333333333
49,technician,married,secondary,0,-142,1,1,cellular,23,jul,4,0,1.2166666666666666
43,management,married,tertiary,0,62,1,0,cellular,23,jul,3,0,3.533333333333333
57,management,married,secondary,0,-868,1,1,cellular,23,jul,1,0,3.1
55,retired,divorced,tertiary,0,-458,1,0,cellular,23,jul,3,0,22.183333333333334
26,entrepreneur,married,secondary,0,321,1,1,cellular,23,jul,2,0,10.633333333333333
42,blue-collar,married,primary,0,1532,1,0,cellular,23,jul,3,0,1.6333333333333333
52,management,married,tertiary,0,659,0,0,cellular,23,jul,4,0,8.616666666666667
32,blue-collar,single,secondary,0,0,0,0,cellular,23,jul,6,0,4.516666666666667
32,blue-collar,married,secondary,0,476,1,0,cellular,23,jul,9,1,15.933333333333334
30,self-employed,single,tertiary,0,76,0,1,cellular,23,jul,2,0,1.6666666666666667
40,management,married,tertiary,0,2471,1,1,cellular,23,jul,1,0,3.433333333333333
43,admin,married,secondary,0,-465,1,1,cellular,23,jul,1,0,2.7666666666666666
53,technician,divorced,secondary,0,2156,1,0,cellular,23,jul,4,0,11.183333333333334
43,management,divorced,secondary,0,1387,0,0,telephone,23,jul,2,0,4.933333333333334
47,technician,single,secondary,0,1101,1,0,cellular,23,jul,3,1,15.95
48,blue-collar,married,primary,0,329,0,1,telephone,23,jul,6,0,1.4166666666666667
43,housemaid,married,secondary,0,743,0,1,cellular,23,jul,3,0,5.383333333333334
55,services,married,secondary,0,1150,0,1,cellular,23,jul,3,0,3.6333333333333333
53,self-employed,married,tertiary,0,1672,0,0,cellular,23,jul,1,0,7.3
50,technician,married,secondary,0,1130,1,0,cellular,23,jul,2,0,1.9833333333333334
57,management,married,tertiary,0,215,0,1,cellular,23,jul,9,0,4.8
32,admin,single,secondary,0,458,0,1,cellular,23,jul,2,0,2.0833333333333335
46,technician,married,secondary,0,475,0,1,cellular,23,jul,2,0,2.6333333333333333
43,admin,married,secondary,0,315,0,0,cellular,23,jul,2,0,2.15
26,technician,single,secondary,0,33,0,0,cellular,23,jul,7,0,1.5166666666666666
48,services,single,secondary,1,-470,1,0,cellular,23,jul,11,0,9.066666666666666
48,blue-collar,married,secondary,0,291,1,0,cellular,23,jul,2,0,7.466666666666667
42,services,divorced,secondary,0,0,1,1,cellular,23,jul,1,0,2.8
37,admin,married,secondary,0,581,1,1,cellular,23,jul,4,0,3.3833333333333333
27,self-employed,married,tertiary,0,607,1,0,cellular,23,jul,3,0,2.05
46,technician,married,secondary,0,416,1,1,cellular,23,jul,3,0,6.016666666666667
35,blue-collar,married,secondary,0,74,0,0,cellular,23,jul,2,0,4.133333333333334
48,technician,single,secondary,0,329,0,0,cellular,23,jul,1,0,11.85
56,services,married,secondary,0,-229,0,1,cellular,23,jul,10,0,0.9166666666666666
50,entrepreneur,married,tertiary,0,-168,1,0,cellular,23,jul,2,1,22.116666666666667
48,management,married,secondary,0,0,1,0,telephone,23,jul,2,0,1.5
44,services,married,secondary,0,1106,1,0,telephone,23,jul,11,0,3.9833333333333334
56,retired,married,tertiary,0,5,0,0,cellular,23,jul,3,0,2.033333333333333
28,services,single,secondary,0,-221,0,1,cellular,23,jul,12,0,18.166666666666668
27,housemaid,married,secondary,0,4848,1,1,telephone,23,jul,3,0,1.3666666666666667
34,management,married,tertiary,0,415,0,1,cellular,23,jul,2,0,6.016666666666667
59,housemaid,married,primary,0,509,0,1,telephone,23,jul,2,0,1.1166666666666667
32,blue-collar,single,secondary,0,799,0,1,cellular,23,jul,6,1,34.63333333333333
42,technician,married,secondary,0,-470,1,1,cellular,23,jul,10,0,3.0833333333333335
28,self-employed,married,tertiary,0,0,1,0,cellular,23,jul,4,0,5.65
53,management,divorced,tertiary,0,6388,1,0,telephone,23,jul,2,0,3.3833333333333333
41,admin,divorced,secondary,0,0,0,1,cellular,23,jul,2,0,6.666666666666667
