,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,duration_in_minutes,kmeans_label,tsne_x,tsne_y,tsne_z,y,index
7668,42,unemployed,divorced,secondary,0,1713,1,0,unknown,30,may,2,14.25,0,8.945026,10.160987,2.061218,1,7668
31016,61,retired,married,tertiary,0,1257,0,0,cellular,10,feb,1,8.383333,0,3.975374,-1.8844014,13.288763,1,31016
34209,41,blue-collar,married,secondary,0,5060,0,0,cellular,4,may,1,16.05,1,17.20424,0.8610804,7.9100614,1,34209
25984,34,management,married,tertiary,0,1006,1,0,cellular,19,nov,3,13.05,0,4.8399634,-11.340766,5.5006046,1,25984
10484,49,blue-collar,married,primary,0,361,1,0,unknown,16,jun,2,8.55,0,-3.7787633,10.17166,5.6444793,1,10484
39694,35,technician,married,secondary,0,1368,0,0,cellular,27,may,1,5.483333,0,6.1678576,3.2636373,12.004503,1,39694
30617,31,management,single,tertiary,0,12857,1,0,cellular,6,feb,1,2.6333334,1,21.324823,1.2733551,-6.856873,1,30617
36465,41,blue-collar,married,secondary,0,1236,1,0,cellular,11,may,3,15.183333,0,4.2241473,-2.9711251,12.659083,1,36465
20271,53,management,married,tertiary,0,0,0,0,cellular,11,aug,2,10.133333,0,-12.509485,7.76977,-2.136105,1,20271
20523,33,technician,married,secondary,0,3243,0,0,cellular,12,aug,4,7.3166666,1,14.505356,-8.809376,-2.9330497,1,20523
35226,26,management,single,tertiary,0,114,1,0,cellular,7,may,1,7.616667,0,-9.505492,-11.154496,1.3539932,1,35226
20842,34,management,single,tertiary,0,9827,1,0,cellular,13,aug,4,14.516666,1,20.560915,2.1258385,-4.602447,1,20842
9441,38,management,single,tertiary,0,619,1,0,unknown,6,jun,4,7.6666665,0,-1.29921,3.3961623,-9.705313,1,9441
9774,49,management,divorced,secondary,0,-46,1,0,unknown,9,jun,10,17.583334,0,-18.974669,5.7678013,-1.996526,1,9774
12359,32,admin,divorced,secondary,0,-241,0,1,unknown,27,jun,2,14.266666,0,-23.917679,1.6356184,-2.7106235,1,12359
31920,20,student,single,secondary,0,1819,0,0,cellular,9,apr,3,4.0833335,0,9.504649,10.008448,-1.0898381,1,31920
31191,46,technician,married,secondary,0,3434,0,1,cellular,27,feb,1,1.9166666,1,15.043436,-9.109878,0.098083615,1,31191
28941,55,technician,married,secondary,1,-308,0,0,cellular,2,feb,1,13.016666,0,-24.739288,0.105148226,-2.8169231,1,28941
14003,29,blue-collar,single,secondary,0,482,0,1,cellular,10,jul,3,18.283333,0,-0.7304921,11.636498,-3.2579277,1,14003
31047,22,student,single,secondary,0,381,0,0,cellular,12,feb,1,3.7833333,0,-1.7244693,11.512602,4.8505883,1,31047
39605,25,student,single,tertiary,0,326,0,0,cellular,26,may,1,6.5,0,-2.1476402,6.427464,6.328288,1,39605
36297,38,services,married,secondary,0,5293,1,0,cellular,11,may,1,7.9166665,1,17.568813,2.0314596,6.930559,1,36297
37184,33,management,married,tertiary,0,1064,1,0,cellular,13,may,1,9.366667,0,4.5672927,-9.903621,8.216406,1,37184
31905,42,entrepreneur,married,secondary,0,0,1,0,cellular,9,apr,1,5.516667,0,-12.486686,6.0350327,-0.3944998,1,31905
15847,35,management,single,tertiary,0,-324,0,1,cellular,21,jul,11,16.416666,0,-24.938559,-0.2708969,-2.865217,1,15847
32589,60,management,married,tertiary,0,13546,0,0,cellular,17,apr,3,7.5333333,1,21.47976,1.3090966,-7.171676,1,32589
33815,71,technician,married,tertiary,0,383,0,0,cellular,27,apr,3,6.4666667,0,-4.3824143,10.845764,4.04294,1,33815
35875,33,admin,divorced,tertiary,0,891,0,0,cellular,8,may,2,6.633333,0,3.8365233,-11.567271,-1.4054569,1,35875
23210,55,services,married,unknown,0,2944,0,0,cellular,27,aug,6,11.2,0,13.432652,-7.1622553,-7.1099887,1,23210
37410,41,services,married,secondary,0,471,1,0,cellular,13,may,2,15.9,0,-1.3298342,12.46201,-2.6952546,1,37410
39846,54,unemployed,divorced,secondary,0,1664,0,0,cellular,2,jun,3,4.2833333,0,8.712257,9.846664,3.7097461,1,39846
19219,39,management,married,tertiary,0,1836,0,0,cellular,6,aug,3,15.033334,0,9.672577,10.012891,-1.4784838,1,19219
26674,46,admin,divorced,secondary,0,2087,0,0,cellular,20,nov,3,12.8,0,10.307725,7.4672327,-6.68045,1,26674
33873,59,retired,married,primary,0,363,0,0,cellular,30,apr,1,6.6666665,0,-4.399838,10.041157,4.931176,1,33873
14319,43,management,married,tertiary,0,0,0,0,cellular,14,jul,3,19.216667,0,-14.119426,5.560926,-2.3615806,1,14319
39786,49,admin,married,secondary,0,0,0,0,cellular,1,jun,1,24.333334,0,-14.650118,7.1203995,-1.8673323,1,39786
12755,45,technician,married,secondary,0,879,0,0,cellular,7,jul,2,10.35,0,3.5509636,-11.666936,-2.3113682,1,12755
24270,37,management,married,secondary,0,5447,1,1,cellular,17,nov,1,29.816668,1,17.814472,2.663729,6.1462693,1,24270
20509,30,management,married,secondary,0,850,0,0,cellular,12,aug,2,8.45,0,3.1968377,-10.355877,-3.658843,1,20509
32059,40,technician,single,tertiary,0,1175,0,0,cellular,14,apr,1,3.0666666,0,4.2557583,-5.841836,11.52576,1,32059
16470,28,student,single,secondary,0,153,0,0,cellular,23,jul,2,18.733334,0,-4.419802,-11.637315,1.3931873,1,16470
20734,35,technician,married,secondary,0,-180,0,1,cellular,13,aug,2,13.716666,0,-22.89414,3.033971,-2.4637613,1,20734
27000,39,management,divorced,tertiary,0,1968,0,0,cellular,21,nov,1,10.8,0,10.092795,8.955555,-4.447917,1,27000
33928,32,admin,married,secondary,0,0,1,0,cellular,30,apr,2,2.95,0,-10.447515,2.8095827,-3.3355243,1,33928
31086,28,self-employed,single,tertiary,0,805,0,0,cellular,16,feb,1,5.516667,0,1.7343978,-8.60268,-5.8401346,1,31086
3804,27,technician,single,secondary,0,1742,1,0,unknown,16,may,1,13.116667,0,9.087676,10.192938,1.1397157,1,3804
26216,40,services,single,secondary,0,1547,1,0,cellular,20,nov,1,6.75,0,7.6569324,8.012571,7.8012466,1,26216
33070,26,technician,single,secondary,0,181,0,0,cellular,20,apr,2,2.6333334,0,-2.628474,-8.859398,3.0094702,1,33070
18771,40,admin,married,secondary,0,341,0,0,cellular,31,jul,5,19.033333,0,-3.4483526,8.220311,5.7812524,1,18771
1124,29,management,married,tertiary,0,199,1,1,unknown,7,may,4,28.15,0,-1.1178817,-6.5555954,2.506775,1,1124
6854,57,retired,married,tertiary,0,0,1,1,unknown,28,may,1,10.8,0,-11.374127,6.5660844,-4.383583,1,6854
38046,33,services,married,secondary,0,207,1,0,cellular,14,may,4,10.483334,0,-1.9076856,-5.569705,3.1759598,1,38046
30530,34,entrepreneur,married,tertiary,0,1076,1,0,cellular,5,feb,10,2.2666667,0,4.408231,-9.435838,8.540322,1,30530
34107,34,management,married,tertiary,0,0,1,0,cellular,30,apr,1,5.0,0,-10.536316,3.0727155,-3.510019,1,34107
39484,40,technician,married,secondary,0,312,0,0,cellular,25,may,7,10.2,0,-2.1282606,4.905799,6.9585605,1,39484
26995,30,management,single,secondary,0,4642,1,0,cellular,21,nov,1,8.8,1,16.59053,-1.8875128,8.706014,1,26995
39975,29,blue-collar,married,primary,0,5,0,0,cellular,3,jun,1,5.35,0,-12.982161,3.9384933,1.2986864,1,39975
21492,38,technician,single,secondary,0,3278,0,0,cellular,19,aug,14,10.75,1,14.607706,-8.920463,-2.4325497,1,21492
8817,27,management,single,tertiary,1,-713,1,0,unknown,4,jun,2,8.75,0,-26.692862,-4.988085,-3.633145,1,8817
8522,37,services,single,secondary,0,278,1,0,unknown,3,jun,3,17.416666,0,-3.2121701,1.2781291,5.9863825,1,8522
18198,59,housemaid,divorced,primary,0,2518,0,0,cellular,30,jul,3,11.25,0,11.275465,-0.8546268,-11.056175,1,18198
36792,57,admin,single,secondary,0,3551,1,0,cellular,12,may,1,7.633333,1,15.28202,-8.909253,1.85518,1,36792
27436,49,management,married,tertiary,0,22520,0,0,cellular,21,nov,9,9.65,2,22.386114,2.6227865,-8.355437,1,27436
39360,29,unemployed,single,tertiary,0,497,1,0,cellular,18,may,3,10.7,0,-0.39269167,11.236452,-4.622791,1,39360
34109,54,management,married,tertiary,0,1014,0,1,cellular,30,apr,1,4.0,0,4.585525,-11.800569,6.0245585,1,34109
29865,75,retired,divorced,primary,0,3881,1,0,cellular,4,feb,3,2.2666667,1,15.7216215,-7.3412967,5.666687,1,29865
18126,35,management,married,tertiary,0,-468,1,0,cellular,30,jul,8,9.0,0,-26.294716,-2.7439575,-3.2137325,1,18126
29024,39,student,single,tertiary,0,2103,0,0,cellular,2,feb,1,9.8,0,10.331785,7.2606406,-6.948026,1,29024
7744,32,services,married,secondary,0,-34,1,0,unknown,30,may,2,20.6,0,-18.24801,4.657798,-1.676279,1,7744
38855,32,technician,single,secondary,0,230,1,0,cellular,18,may,1,7.366667,0,-1.917361,-3.3944058,4.2356763,1,38855
37512,32,technician,single,tertiary,0,0,1,1,cellular,13,may,2,7.3333335,0,-12.393542,3.4707215,-0.44445235,1,37512
15578,32,management,single,tertiary,0,2551,1,0,cellular,21,jul,3,10.633333,0,11.438277,-1.5087944,-10.942833,1,15578
20331,37,technician,single,secondary,0,4,0,0,cellular,11,aug,1,15.55,0,-14.118622,4.65102,-1.1900023,1,20331
30440,54,technician,married,secondary,0,0,0,0,telephone,5,feb,3,12.4,0,-13.129412,8.125292,-1.7115563,1,30440
38522,31,management,single,tertiary,0,2734,1,0,cellular,15,may,3,14.3,0,12.421738,-4.779265,-9.630078,1,38522
15932,47,admin,married,secondary,0,290,1,0,cellular,22,jul,2,22.533333,0,-2.245419,2.1847234,6.8735437,1,15932
28994,44,unemployed,married,secondary,0,0,1,0,cellular,2,feb,1,11.65,0,-13.354295,6.5619984,-0.3058169,1,28994
35444,29,technician,single,tertiary,0,0,1,0,cellular,7,may,2,5.7833333,0,-12.929243,3.760036,0.8972967,1,35444
30058,30,admin,single,tertiary,0,0,1,0,cellular,4,feb,2,12.166667,0,-13.826684,4.049527,0.7204137,1,30058
10241,40,admin,single,tertiary,0,1248,0,0,unknown,11,jun,2,21.5,0,4.235282,-2.337006,12.804737,1,10241
31366,32,admin,single,tertiary,0,8866,0,0,cellular,18,mar,2,4.633333,1,20.246042,2.6473854,-3.4918315,1,31366
38180,26,services,married,secondary,0,77,1,0,cellular,15,may,1,10.316667,0,-12.846999,-8.266097,0.6038717,1,38180
29334,26,student,single,secondary,0,0,0,0,cellular,2,feb,2,20.383333,0,-14.786589,3.766929,0.4752254,1,29334
39978,31,technician,single,tertiary,0,882,0,0,cellular,3,jun,1,6.85,0,3.5938275,-11.389214,-1.853413,1,39978
31294,61,management,married,tertiary,0,997,0,0,cellular,10,mar,1,1.7666667,0,4.066828,-12.084458,5.1947594,1,31294
31276,29,technician,married,secondary,0,2326,0,0,cellular,6,mar,1,3.25,0,10.494702,3.203952,-10.11101,1,31276
37817,29,admin,divorced,secondary,0,-254,1,0,cellular,14,may,2,6.766667,0,-24.126665,1.306549,-2.7164736,1,37817
36443,39,management,married,tertiary,0,763,1,0,cellular,11,may,7,14.616667,0,0.73011374,-6.820553,-7.5663824,1,36443
29101,31,unemployed,single,secondary,0,284,1,0,cellular,2,feb,1,14.25,0,-3.4227476,1.8349118,6.023173,1,29101
38922,31,management,single,secondary,0,360,1,0,cellular,18,may,1,5.15,0,-2.4408689,9.700961,5.943495,1,38922
18518,51,self-employed,married,tertiary,0,5350,1,1,cellular,31,jul,4,10.2,1,17.667587,2.3075993,6.6283545,1,18518
39662,47,admin,divorced,secondary,0,2232,0,0,cellular,27,may,1,7.3166666,0,10.500542,5.174883,-8.96407,1,39662
35515,49,blue-collar,single,primary,0,2146,1,0,cellular,7,may,2,25.266666,0,10.406295,6.6763477,-7.602936,1,35515
32106,43,services,married,primary,0,2557,1,0,telephone,15,apr,2,2.75,0,11.471575,-1.6511176,-10.9311905,1,32106
15318,32,services,divorced,secondary,0,454,1,0,cellular,18,jul,1,16.3,0,-0.99111956,13.108375,-1.3788972,1,15318
26462,30,services,married,secondary,0,3929,1,0,cellular,20,nov,1,9.883333,1,15.771964,-7.0320034,6.0848722,1,26462
32196,35,management,divorced,tertiary,0,26,0,0,cellular,16,apr,2,1.3,0,-13.470303,-1.7706308,-0.3913076,1,32196
24070,45,blue-collar,married,secondary,0,1144,1,0,unknown,22,oct,1,11.266666,0,4.2891235,-7.1601043,11.010311,1,24070
20736,31,entrepreneur,single,tertiary,1,-405,1,1,cellular,13,aug,2,11.716666,0,-25.73085,-1.8346713,-3.0185106,1,20736
30481,40,unemployed,married,primary,0,1908,1,0,cellular,5,feb,2,27.683332,0,9.90879,9.467493,-3.1933563,1,30481
39766,38,housemaid,divorced,secondary,0,70,0,0,cellular,1,jun,1,4.383333,0,-12.445221,-6.9572296,1.1815591,1,39766
34147,33,blue-collar,single,tertiary,0,700,0,0,cellular,30,apr,1,2.8166666,0,-1.204017,-3.517089,-10.140897,1,34147
33992,38,technician,single,tertiary,0,1101,0,0,cellular,30,apr,1,13.333333,0,4.5980635,-8.775462,9.68214,1,33992
31702,47,unemployed,married,secondary,0,817,0,0,cellular,7,apr,4,12.016666,0,2.0616457,-9.626102,-5.7376738,1,31702
13638,26,technician,married,secondary,0,-119,0,1,cellular,9,jul,5,5.983333,0,-21.48778,4.34462,-2.2718213,1,13638
18020,52,unemployed,married,primary,0,959,0,0,telephone,30,jul,2,11.566667,0,4.615375,-12.468307,2.8211935,1,18020
31254,60,retired,married,secondary,0,404,0,0,cellular,5,mar,2,5.133333,0,-3.5019143,12.776403,2.4638255,1,31254
14730,39,management,married,tertiary,0,285,1,0,cellular,15,jul,3,13.966666,0,-2.5988693,1.9218001,6.443367,1,14730
10109,52,retired,married,unknown,0,293,0,0,unknown,11,jun,1,11.766666,0,-3.0086615,2.7400506,7.8910956,1,10109
6626,26,management,single,tertiary,0,6840,1,0,unknown,28,may,2,26.0,1,19.170433,3.804149,0.6726905,1,6626
18382,51,unemployed,divorced,tertiary,0,0,0,0,cellular,31,jul,2,9.566667,0,-11.113105,5.846772,-4.4332857,1,18382
4916,37,technician,single,secondary,0,1211,1,0,unknown,21,may,1,13.25,0,4.369504,-4.2185802,12.326296,1,4916
39672,28,admin,single,secondary,0,157,0,0,cellular,27,may,3,2.5833333,0,-3.602993,-11.504909,1.6422119,1,39672
26985,43,self-employed,married,secondary,0,14144,1,0,cellular,21,nov,1,8.4,2,21.597033,1.3738304,-7.3909674,1,26985
39758,48,management,married,tertiary,0,1167,1,1,cellular,1,jun,1,4.4,0,4.138928,-6.0965457,11.21062,1,39758
11187,41,management,single,tertiary,0,11008,0,0,unknown,18,jun,1,25.666666,1,20.878397,1.6258619,-5.6559033,1,11187
32567,35,blue-collar,married,secondary,0,293,1,0,cellular,17,apr,1,16.95,0,-2.7406166,2.7078414,6.3186593,1,32567
34494,58,admin,married,secondary,0,2160,1,1,cellular,5,may,1,18.166666,0,10.427572,6.4513574,-7.838738,1,34494
34945,27,technician,single,secondary,0,2,1,1,cellular,6,may,2,9.233334,0,-13.456194,3.4984467,0.9025207,1,34945
12447,41,blue-collar,single,secondary,0,75,1,0,unknown,1,jul,9,7.983333,0,-12.007243,-7.3502645,1.1004846,1,12447
25692,32,services,single,secondary,0,2615,0,0,cellular,19,nov,1,14.216666,0,11.784168,-2.8230884,-10.654801,1,25692
15736,58,retired,married,unknown,0,9004,0,0,cellular,21,jul,4,14.85,1,20.295012,2.5674508,-3.670267,1,15736
25561,35,management,divorced,tertiary,0,859,1,1,cellular,19,nov,1,25.9,0,3.710371,-10.90013,-3.5359485,1,25561
21924,31,management,married,tertiary,0,792,0,0,cellular,20,aug,14,12.716666,0,1.4175737,-8.177134,-6.6319695,1,21924
18026,60,retired,divorced,secondary,0,1091,0,0,cellular,30,jul,5,7.35,0,4.365989,-9.545474,9.672207,1,18026
39788,53,technician,married,secondary,0,284,0,0,cellular,1,jun,1,13.016666,0,-3.2806227,2.0880067,7.9041743,1,39788
3214,52,blue-collar,divorced,primary,0,-191,1,0,unknown,15,may,1,12.583333,0,-22.94158,2.6478126,-2.4125261,1,3214
34316,44,self-employed,married,unknown,0,163,1,0,cellular,4,may,3,6.0666666,0,-4.088728,-9.150559,1.1400343,1,34316
4866,36,management,married,tertiary,0,849,1,1,unknown,21,may,2,15.966666,0,3.2928355,-10.397159,-3.8785133,1,4866
31295,30,management,single,tertiary,0,4808,0,0,cellular,10,mar,1,4.5333333,1,16.824453,-0.74688995,8.535801,1,31295
4185,31,admin,married,secondary,0,97,1,0,unknown,19,may,1,10.116667,0,-11.233934,-10.400051,0.08675306,1,4185
33271,46,blue-collar,married,secondary,0,1147,1,0,cellular,20,apr,1,12.0,0,4.277262,-7.031658,11.080046,1,33271
38392,39,entrepreneur,married,secondary,0,2139,1,0,cellular,15,may,4,9.6,0,10.376679,6.806485,-7.500029,1,38392
34205,45,blue-collar,married,secondary,0,640,1,0,cellular,4,may,1,7.45,0,-1.195441,1.6558996,-9.918696,1,34205
32388,36,technician,married,tertiary,0,4596,1,0,cellular,16,apr,2,15.016666,1,16.530083,-2.2129095,8.697128,1,32388
1200,32,blue-collar,single,primary,0,611,1,0,unknown,8,may,3,9.016666,0,-1.0161355,3.8576763,-9.671301,1,1200
34565,31,blue-collar,single,secondary,0,196,1,0,cellular,5,may,1,9.466666,0,-1.6818489,-7.2152104,2.4506652,1,34565
39702,44,management,married,tertiary,0,7818,0,0,cellular,27,may,1,6.866667,1,19.775888,3.3179297,-1.7489988,1,39702
1850,28,blue-collar,single,secondary,0,-197,1,0,unknown,9,may,2,33.6,0,-23.41028,2.7047641,-2.3373778,1,1850
39976,39,admin,married,secondary,0,150,0,0,cellular,3,jun,4,4.9333334,0,-5.471711,-10.2255,1.5569942,1,39976
31030,31,management,married,tertiary,0,3,1,1,cellular,11,feb,1,5.516667,0,-12.361134,3.4401248,0.12821932,1,31030
9107,27,management,single,tertiary,0,703,1,0,unknown,5,jun,3,9.833333,0,-1.2007966,-3.3210466,-8.942563,1,9107
22465,46,services,married,secondary,0,273,0,0,cellular,22,aug,2,9.416667,0,-1.5083933,0.71495146,6.1925597,1,22465
33820,24,student,single,tertiary,0,3415,0,0,cellular,27,apr,1,1.6166667,1,14.998907,-9.117267,-0.20015173,1,33820
32265,20,blue-collar,single,secondary,0,423,1,0,cellular,16,apr,1,8.3,0,-1.1417828,13.040702,1.4225099,1,32265
21021,44,entrepreneur,married,tertiary,0,624,0,0,telephone,14,aug,2,9.2,0,-1.3883029,3.1818085,-10.059551,1,21021
39524,27,student,single,secondary,0,253,0,0,cellular,25,may,2,4.0333333,0,-2.2008636,-1.5642864,5.4135427,1,39524
35268,36,management,single,tertiary,0,4,1,0,cellular,7,may,2,14.25,0,-13.978536,4.906533,-0.16854581,1,35268
26287,35,management,divorced,tertiary,0,141,0,1,cellular,20,nov,1,12.133333,0,-5.8144307,-11.751299,0.7962259,1,26287
39852,34,management,married,tertiary,0,611,0,0,cellular,2,jun,1,5.8333335,0,-1.1875144,3.8285646,-9.429815,1,39852
34199,33,technician,married,secondary,0,133,0,0,cellular,4,may,1,3.6333334,0,-7.2577047,-11.442378,1.5395755,1,34199
18531,58,management,married,secondary,0,-382,0,0,cellular,31,jul,12,10.733334,0,-25.648174,-1.3298156,-3.211887,1,18531
26965,31,self-employed,single,tertiary,0,2589,0,0,cellular,21,nov,1,10.233334,0,11.644068,-2.3110306,-10.791016,1,26965
31446,27,management,single,tertiary,0,831,0,0,cellular,30,mar,2,18.016666,0,2.8676357,-9.354202,-4.666053,1,31446
31380,53,technician,married,secondary,0,10185,0,0,cellular,23,mar,1,1.9166666,1,20.663206,1.9545604,-4.955041,1,31380
3509,41,retired,divorced,primary,0,-233,1,0,unknown,15,may,2,19.266666,0,-23.755194,1.7809368,-2.5904965,1,3509
28485,33,services,single,tertiary,0,-452,0,0,cellular,29,jan,2,11.533334,0,-26.150116,-2.521712,-3.1715531,1,28485
20878,34,technician,single,secondary,0,16,0,0,cellular,13,aug,1,16.5,0,-13.658583,0.02136526,-0.009976731,1,20878
32160,76,housemaid,divorced,primary,0,1411,0,0,telephone,15,apr,3,2.8333333,0,6.0867124,5.324994,11.434727,1,32160
28197,47,blue-collar,married,secondary,0,1125,1,0,cellular,29,jan,1,18.35,0,4.3237453,-8.039663,10.598694,1,28197
38534,51,blue-collar,married,primary,0,129,1,0,cellular,15,may,2,10.183333,0,-7.2751303,-10.9549885,-0.7147741,1,38534
19651,41,self-employed,married,tertiary,0,231,0,0,cellular,7,aug,2,5.866667,0,-1.5652884,-2.833906,3.4925256,1,19651
19243,34,services,married,secondary,0,2956,0,0,cellular,6,aug,2,13.916667,0,13.479148,-7.2257757,-6.923401,1,19243
27658,42,management,married,tertiary,0,1275,1,1,cellular,21,nov,5,15.416667,0,4.656141,-0.98574996,13.009319,1,27658
37080,47,blue-collar,married,primary,0,4227,1,0,cellular,13,may,1,10.983334,1,16.080769,-4.9685993,7.8789673,1,37080
39516,29,admin,married,tertiary,0,238,0,0,cellular,25,may,2,5.733333,0,-2.0378122,-2.8262103,4.86537,1,39516
32046,36,services,single,secondary,0,-253,1,0,cellular,14,apr,1,17.883333,0,-24.08246,1.3075423,-2.6752822,1,32046
29397,37,management,married,tertiary,0,4089,1,0,cellular,2,feb,2,4.8166666,1,15.925851,-6.008032,7.196005,1,29397
31173,30,management,single,tertiary,0,5561,1,0,cellular,27,feb,1,3.25,1,17.983904,3.027525,5.5453362,1,31173
19060,58,management,divorced,tertiary,0,1257,0,0,cellular,5,aug,1,25.6,0,3.8685217,-1.8606979,13.235407,1,19060
9671,36,self-employed,married,secondary,0,1245,1,0,unknown,6,jun,9,24.483334,0,4.1017485,-2.4721878,12.597989,1,9671
34807,31,technician,single,secondary,0,53,1,1,cellular,6,may,1,8.833333,0,-13.267959,-5.2986636,0.8697812,1,34807
31283,34,management,single,tertiary,0,575,0,0,cellular,9,mar,1,1.9333333,0,-0.4211735,6.554782,-8.512431,1,31283
9476,41,blue-collar,married,primary,0,1461,1,0,unknown,6,jun,2,9.233334,0,6.9945498,6.232285,9.984988,1,9476
19669,46,technician,divorced,secondary,0,-824,1,0,cellular,7,aug,3,7.15,0,-26.426752,-5.386282,-3.703693,1,19669
34322,45,blue-collar,married,primary,0,803,1,0,cellular,4,may,4,12.366667,0,1.6456931,-9.038542,-6.2592583,1,34322
1688,31,admin,married,secondary,0,307,1,0,unknown,9,may,1,8.966666,0,-3.7523298,4.3866243,6.3553634,1,1688
16900,37,services,married,secondary,0,775,0,1,cellular,25,jul,1,16.666666,0,1.0190705,-7.521206,-7.435325,1,16900
22116,34,technician,single,secondary,0,666,0,0,cellular,21,aug,2,25.05,0,-1.4149545,-0.39296988,-10.634053,1,22116
39961,55,entrepreneur,married,secondary,0,27624,0,0,telephone,3,jun,1,7.2833333,2,22.512405,3.0811718,-8.353429,1,39961
32802,71,retired,married,primary,0,2988,0,0,telephone,17,apr,1,2.1666667,0,13.644246,-7.643811,-6.5506854,1,32802
38928,32,technician,single,tertiary,0,-770,1,0,cellular,18,may,1,10.3,0,-26.563133,-5.2306333,-3.6763344,1,38928
20624,31,management,single,tertiary,0,1858,0,0,cellular,12,aug,3,7.55,0,9.729505,9.865614,-1.9894129,1,20624
39487,24,blue-collar,single,secondary,0,167,0,1,cellular,25,may,1,4.8,0,-2.9173892,-10.605987,2.3173769,1,39487
34101,47,blue-collar,married,primary,0,2749,1,0,cellular,30,apr,2,12.9,0,12.498025,-4.987,-9.478065,1,34101
29524,54,management,married,tertiary,0,1303,0,0,cellular,3,feb,1,27.25,0,4.5249825,0.73044395,13.178692,1,29524
38006,30,admin,single,secondary,0,315,1,0,cellular,14,may,3,14.733334,0,-3.368045,5.3088098,6.3467507,1,38006
38300,31,admin,married,secondary,0,685,1,0,cellular,15,may,1,9.2,0,-1.4522936,-1.9871795,-9.780145,1,38300
31275,30,student,single,tertiary,0,2539,0,0,telephone,5,mar,5,3.3166666,0,11.381286,-1.275023,-10.974744,1,31275
36171,49,blue-collar,divorced,primary,0,24,1,0,cellular,11,may,1,11.683333,0,-11.744852,-2.1031222,-0.52694726,1,36171
30909,26,admin,single,secondary,0,255,0,0,cellular,9,feb,1,3.1666667,0,-2.4440985,-0.5707137,4.170284,1,30909
39921,57,blue-collar,married,primary,0,3109,0,0,cellular,2,jun,2,8.033334,0,14.06329,-8.2320795,-4.8570843,1,39921
13458,52,blue-collar,married,unknown,0,0,1,0,cellular,9,jul,1,24.766666,0,-14.461798,7.1618767,-2.2870314,1,13458
9453,54,self-employed,divorced,primary,0,351,1,0,unknown,6,jun,2,10.7,0,-4.114497,9.530649,6.307869,1,9453
15838,26,technician,single,secondary,0,223,0,1,cellular,21,jul,3,16.7,0,-1.8264524,-4.1855836,4.215366,1,15838
39984,45,admin,married,secondary,0,204,1,0,cellular,3,jun,2,3.7333333,0,-2.6100848,-5.520275,2.1901157,1,39984
15413,31,admin,single,secondary,0,622,0,0,cellular,18,jul,1,7.0,0,-0.8559978,3.246871,-10.224661,1,15413
31124,24,student,single,secondary,0,23878,0,0,cellular,18,feb,1,3.0833333,2,22.426939,2.7484188,-8.368134,1,31124
33436,54,unemployed,divorced,secondary,0,309,0,0,cellular,20,apr,1,4.016667,0,-2.6946745,4.200712,8.244454,1,33436
29522,48,technician,single,secondary,0,-92,1,0,cellular,3,feb,1,23.216667,0,-20.817549,4.8651085,-2.1828215,1,29522
32161,36,admin,single,secondary,0,11174,1,0,cellular,15,apr,1,15.883333,1,20.918282,1.5692781,-5.7825785,1,32161
3294,59,blue-collar,married,primary,0,320,1,0,unknown,15,may,1,11.583333,0,-3.1522837,4.899596,8.561559,1,3294
36767,33,blue-collar,married,secondary,0,1240,1,0,cellular,12,may,1,14.066667,0,4.395163,-2.7686193,12.554832,1,36767
1671,46,technician,married,secondary,0,332,1,0,unknown,9,may,1,12.866667,0,-3.8305411,7.1843657,7.168171,1,1671
37232,32,management,single,tertiary,0,3,1,0,cellular,13,may,1,9.466666,0,-12.774327,3.260036,-0.48202068,1,37232
32276,47,admin,married,secondary,0,3480,0,0,cellular,16,apr,1,7.383333,1,15.144592,-9.061531,0.80875224,1,32276
31190,41,management,married,secondary,0,280,1,0,cellular,27,feb,2,1.45,0,-1.4932575,1.3336467,6.2914615,1,31190
37272,31,admin,married,secondary,0,879,1,0,cellular,13,may,1,6.5666666,0,3.740465,-11.243105,-2.105806,1,37272
24130,37,services,married,secondary,0,1970,1,0,telephone,5,nov,1,4.2166667,0,9.976295,8.765326,-4.432522,1,24130
35026,29,admin,single,secondary,0,27,1,0,cellular,6,may,1,12.566667,0,-13.825725,-1.9346083,0.5218685,1,35026
31148,37,technician,single,secondary,0,1130,0,0,cellular,26,feb,1,2.5333333,0,4.3578715,-7.6876044,10.553381,1,31148
16187,25,admin,married,unknown,0,349,1,0,cellular,22,jul,8,17.283333,0,-2.3413951,8.682312,6.185514,1,16187
11448,41,blue-collar,divorced,secondary,0,3622,0,0,unknown,19,jun,4,18.916666,1,15.404939,-8.689925,2.8565192,1,11448
14648,32,management,divorced,tertiary,0,222,0,1,cellular,15,jul,4,13.666667,0,-1.793867,-4.155919,3.6772125,1,14648
9947,59,management,married,secondary,0,1321,0,0,unknown,9,jun,3,64.683334,0,4.230124,1.5321946,13.479741,1,9947
27019,30,management,single,tertiary,0,376,1,0,cellular,21,nov,1,11.833333,0,-2.1205523,10.867357,4.826097,1,27019
34641,44,services,married,secondary,0,-395,1,0,cellular,5,may,1,14.9,0,-25.581318,-1.6878496,-3.0540996,1,34641
35732,57,admin,married,secondary,0,6005,1,0,cellular,8,may,1,11.733334,1,18.5134,3.7596173,3.4659603,1,35732
